object,case,width,force,label,frame_idx,time_sec,x_t00,x_t01,x_t02,x_t03,x_t04,x_t05,x_t06,x_t07,x_t08,x_t09,x_t10,x_t11,x_t12,x_t13,x_t14,x_t15,y_t00,y_t01,y_t02,y_t03,y_t04,y_t05,y_t06,y_t07,y_t08,y_t09,y_t10,y_t11,y_t12,y_t13,y_t14,y_t15,z_t00,z_t01,z_t02,z_t03,z_t04,z_t05,z_t06,z_t07,z_t08,z_t09,z_t10,z_t11,z_t12,z_t13,z_t14,z_t15
nongf1,60.1_21_2,60.1,21,2,0,1564546906261.0,0.3137255012989044,0.5176470875740051,0.7960784435272217,1.0,0.32156863808631897,0.615686297416687,0.8117647171020508,0.9137254953384399,0.007843137718737125,0.0117647061124444,0.7098039388656616,0.7764706015586853,0.027450980618596077,0.04313725605607033,1.0,1.0,0.0,0.07450980693101883,0.03529411926865578,0.7450980544090271,0.0,0.1725490242242813,0.05098039284348488,0.15294118225574493,0.0,0.0,0.1764705926179886,0.24313725531101227,0.01568627543747425,0.0313725508749485,0.6039215922355652,0.7607843279838562,0.0,0.09803921729326248,0.2705882489681244,0.9803921580314636,0.0,0.19607843458652496,0.2862745225429535,0.38823530077934265,0.03921568766236305,0.04313725605607033,0.0,0.01568627543747425,0.05882352963089943,0.07450980693101883,0.3764705955982208,0.5333333611488342
nongf1,60.1_21_2,60.1,21,2,1,1564546906277.0,0.3137255012989044,0.5411764979362488,0.800000011920929,1.0,0.3294117748737335,0.6235294342041016,0.8078431487083435,0.9058823585510254,0.027450980618596077,0.01568627543747425,0.7176470756530762,0.7882353067398071,0.03529411926865578,0.05098039284348488,1.0,1.0,0.0,0.09019608050584793,0.04313725605607033,0.7450980544090271,0.0,0.1725490242242813,0.05098039284348488,0.14901961386203766,0.003921568859368563,0.0,0.1725490242242813,0.24313725531101227,0.0117647061124444,0.027450980618596077,0.615686297416687,0.7647058963775635,0.0,0.10980392247438431,0.2666666805744171,0.9686274528503418,0.0,0.1921568661928177,0.27450981736183167,0.37254902720451355,0.05098039284348488,0.03921568766236305,0.0,0.0117647061124444,0.05882352963089943,0.07450980693101883,0.3843137323856354,0.5333333611488342
nongf1,60.1_21_2,60.1,21,2,2,1564546906292.0,0.3137255012989044,0.5176470875740051,0.7960784435272217,1.0,0.3176470696926117,0.615686297416687,0.8156862854957581,0.9137254953384399,0.007843137718737125,0.0117647061124444,0.7137255072593689,0.7803921699523926,0.019607843831181526,0.03921568766236305,1.0,1.0,0.0,0.07450980693101883,0.03921568766236305,0.7490196228027344,0.0,0.1725490242242813,0.05882352963089943,0.1568627506494522,0.0,0.0,0.18039216101169586,0.24705882370471954,0.007843137718737125,0.027450980618596077,0.6039215922355652,0.7607843279838562,0.0,0.09803921729326248,0.26274511218070984,0.9725490212440491,0.0,0.19607843458652496,0.2823529541492462,0.3803921639919281,0.03921568766236305,0.04313725605607033,0.0,0.019607843831181526,0.05098039284348488,0.07058823853731155,0.3764705955982208,0.5333333611488342
nongf1,60.1_21_2,60.1,21,2,3,1564546906307.0,0.30980393290519714,0.5254902243614197,0.800000011920929,1.0,0.32549020648002625,0.6117647290229797,0.8117647171020508,0.9058823585510254,0.01568627543747425,0.003921568859368563,0.7137255072593689,0.7764706015586853,0.0235294122248888,0.04313725605607033,1.0,1.0,0.0,0.08235294371843338,0.04313725605607033,0.7490196228027344,0.0,0.16862745583057404,0.054901961237192154,0.14901961386203766,0.003921568859368563,0.0,0.18039216101169586,0.24313725531101227,0.0117647061124444,0.0313725508749485,0.6196078658103943,0.7647058963775635,0.0,0.10588235408067703,0.2666666805744171,0.9725490212440491,0.0,0.1921568661928177,0.27843138575553894,0.37254902720451355,0.0470588244497776,0.03529411926865578,0.0,0.01568627543747425,0.054901961237192154,0.07450980693101883,0.3921568691730499,0.5372549295425415
nongf1,60.1_21_2,60.1,21,2,4,1564546906322.0,0.30980393290519714,0.5333333611488342,0.7960784435272217,1.0,0.32156863808631897,0.6117647290229797,0.8078431487083435,0.9098039269447327,0.01568627543747425,0.003921568859368563,0.7098039388656616,0.7764706015586853,0.0235294122248888,0.03921568766236305,1.0,1.0,0.0,0.09019608050584793,0.03529411926865578,0.7450980544090271,0.0,0.16862745583057404,0.0470588244497776,0.14901961386203766,0.003921568859368563,0.0,0.1764705926179886,0.24313725531101227,0.0117647061124444,0.027450980618596077,0.6196078658103943,0.7686274647712708,0.0,0.11372549086809158,0.2705882489681244,0.9803921580314636,0.0,0.1921568661928177,0.2823529541492462,0.3843137323856354,0.03921568766236305,0.027450980618596077,0.0,0.007843137718737125,0.0470588244497776,0.062745101749897,0.3843137323856354,0.5333333611488342
nongf1,60.1_21_2,60.1,21,2,5,1564546906337.0,0.30980393290519714,0.529411792755127,0.7960784435272217,1.0,0.3137255012989044,0.6117647290229797,0.8117647171020508,0.9098039269447327,0.01568627543747425,0.0117647061124444,0.7176470756530762,0.7843137383460999,0.019607843831181526,0.03529411926865578,1.0,1.0,0.0,0.08627451211214066,0.03921568766236305,0.7490196228027344,0.0,0.16862745583057404,0.054901961237192154,0.15294118225574493,0.003921568859368563,0.0,0.18431372940540314,0.250980406999588,0.007843137718737125,0.0235294122248888,0.6039215922355652,0.7607843279838562,0.0,0.10980392247438431,0.2549019753932953,0.9647058844566345,0.0,0.1921568661928177,0.2705882489681244,0.3686274588108063,0.0470588244497776,0.04313725605607033,0.0,0.01568627543747425,0.05098039284348488,0.06666667014360428,0.3686274588108063,0.5254902243614197
nongf1,60.1_21_2,60.1,21,2,6,1564546906352.0,0.30980393290519714,0.5254902243614197,0.8039215803146362,1.0,0.32549020648002625,0.615686297416687,0.8078431487083435,0.9137254953384399,0.0117647061124444,0.003921568859368563,0.7098039388656616,0.7882353067398071,0.027450980618596077,0.03529411926865578,1.0,1.0,0.0,0.0784313753247261,0.0470588244497776,0.7450980544090271,0.0,0.16862745583057404,0.05098039284348488,0.1568627506494522,0.003921568859368563,0.0,0.18039216101169586,0.25882354378700256,0.019607843831181526,0.027450980618596077,0.6352941393852234,0.7686274647712708,0.0,0.10980392247438431,0.2549019753932953,0.9529411792755127,0.0,0.20000000298023224,0.25882354378700256,0.364705890417099,0.054901961237192154,0.0470588244497776,0.0,0.007843137718737125,0.07058823853731155,0.0784313753247261,0.3843137323856354,0.5176470875740051
nongf1,60.1_21_2,60.1,21,2,7,1564546906368.0,0.3137255012989044,0.5176470875740051,0.8039215803146362,1.0,0.32549020648002625,0.6117647290229797,0.8117647171020508,0.9058823585510254,0.0117647061124444,0.007843137718737125,0.7098039388656616,0.772549033164978,0.0235294122248888,0.04313725605607033,1.0,1.0,0.0,0.07450980693101883,0.04313725605607033,0.7450980544090271,0.0,0.16862745583057404,0.05098039284348488,0.14509804546833038,0.0,0.0,0.1764705926179886,0.239215686917305,0.0117647061124444,0.0313725508749485,0.6196078658103943,0.7647058963775635,0.0,0.09803921729326248,0.27843138575553894,0.9803921580314636,0.0,0.1921568661928177,0.2862745225429535,0.3803921639919281,0.04313725605607033,0.03921568766236305,0.0,0.003921568859368563,0.054901961237192154,0.07450980693101883,0.3843137323856354,0.529411792755127
nongf1,60.1_21_2,60.1,21,2,8,1564546906383.0,0.3137255012989044,0.529411792755127,0.7960784435272217,1.0,0.32156863808631897,0.615686297416687,0.8156862854957581,0.9137254953384399,0.01568627543747425,0.003921568859368563,0.7137255072593689,0.7843137383460999,0.027450980618596077,0.03529411926865578,1.0,1.0,0.0,0.08627451211214066,0.03529411926865578,0.7450980544090271,0.0,0.1725490242242813,0.054901961237192154,0.15294118225574493,0.003921568859368563,0.0,0.18039216101169586,0.250980406999588,0.01568627543747425,0.0235294122248888,0.6039215922355652,0.7647058963775635,0.0,0.10980392247438431,0.2705882489681244,0.9803921580314636,0.0,0.19607843458652496,0.29019609093666077,0.38823530077934265,0.0470588244497776,0.03529411926865578,0.0,0.0235294122248888,0.05882352963089943,0.06666667014360428,0.3764705955982208,0.5372549295425415
nongf1,60.1_21_2,60.1,21,2,9,1564546906398.0,0.3137255012989044,0.5333333611488342,0.8039215803146362,1.0,0.3294117748737335,0.6235294342041016,0.8039215803146362,0.9098039269447327,0.0117647061124444,0.0,0.7176470756530762,0.7960784435272217,0.0235294122248888,0.0313725508749485,1.0,1.0,0.0,0.08235294371843338,0.0470588244497776,0.7372549176216125,0.0,0.1725490242242813,0.0470588244497776,0.15294118225574493,0.0117647061124444,0.0,0.1725490242242813,0.250980406999588,0.0235294122248888,0.0313725508749485,0.6235294342041016,0.7568627595901489,0.0,0.10980392247438431,0.26274511218070984,0.9529411792755127,0.0,0.20000000298023224,0.26274511218070984,0.3686274588108063,0.05098039284348488,0.03921568766236305,0.0,0.019607843831181526,0.062745101749897,0.07058823853731155,0.3921568691730499,0.5254902243614197
