Learning Rate	Train Loss	Train Acc	Test Loss	Test Acc	Best Acc (Test).	Elasped(s)	EpochTime(s)	ETA(s)	VRAM_used(MB)	VRAM_total(MB)	VRAM_util(%)	VRAM_peak_alloc(MB)	VRAM_peak_reserved(MB)	
0.000100	0.000128	1.000000	0.627480	0.839260	0.863515	14814.395128	89.370543	4178.419139	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000140	1.000000	0.630176	0.839466	0.863515	14909.011647	89.725368	4083.359878	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000114	1.000000	0.617982	0.847071	0.863515	15002.569321	88.560609	3988.024756	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000127	1.000000	0.640638	0.844193	0.863515	15097.567015	90.191062	3893.083318	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000142	1.000000	0.648775	0.846043	0.863515	15192.218066	89.471776	3798.054516	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000132	1.000000	0.629856	0.841727	0.863515	15286.416471	88.944442	3702.920760	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000120	1.000000	0.642795	0.847071	0.863515	15381.286199	89.632570	3607.956022	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000134	1.000000	0.637625	0.839877	0.863515	15475.858443	89.310153	3512.924923	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000131	1.000000	0.633837	0.849332	0.863515	15571.125912	90.100231	3418.052029	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000120	1.000000	0.626388	0.847276	0.863515	15665.965060	89.132373	3323.083498	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000138	1.000000	0.596332	0.849743	0.863515	15761.198491	89.990570	3228.197281	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000139	1.000000	0.669717	0.839671	0.863515	15856.282695	89.638764	3133.277419	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000118	1.000000	0.679314	0.841521	0.863515	15951.264429	89.607833	3038.336082	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
