Learning Rate	Train Loss	Train Acc	Test Loss	Test Acc	Best Acc (Test).	Elasped(s)	EpochTime(s)	ETA(s)	VRAM_used(MB)	VRAM_total(MB)	VRAM_util(%)	VRAM_peak_alloc(MB)	VRAM_peak_reserved(MB)	
0.000100	0.000092	1.000000	0.790790	0.755601	0.793834	16379.999873	89.868491	2666.511607	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000149	1.000000	0.792092	0.742857	0.793834	16475.310906	89.909620	2571.291297	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000134	1.000000	0.748285	0.762590	0.793834	16570.102420	88.983781	2475.992316	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000125	1.000000	0.770968	0.769784	0.793834	16665.164854	89.795603	2380.737836	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000096	1.000000	0.790830	0.770812	0.793834	16760.351141	89.970248	2285.502428	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000114	1.000000	0.753677	0.765673	0.793834	16855.485550	89.752386	2190.260834	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000119	1.000000	0.747540	0.750257	0.793834	16949.994929	89.271219	2094.943193	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000108	1.000000	0.784687	0.750668	0.793834	17045.471946	90.179734	1999.748105	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000098	1.000000	0.757547	0.756218	0.793834	17140.685102	89.939193	1904.520567	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000088	1.000000	0.766192	0.747585	0.793834	17235.287579	89.413585	1809.229083	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000110	1.000000	0.748578	0.759096	0.793834	17329.743057	89.178624	1713.930632	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000132	1.000000	0.765173	0.750257	0.793834	17424.551634	89.666176	1618.674196	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000105	1.000000	0.783849	0.749229	0.793834	17519.467327	89.578510	1523.431941	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000089	1.000000	0.722148	0.755190	0.793834	17613.964738	89.413028	1428.159303	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000113	1.000000	0.776801	0.747790	0.793834	17709.933643	90.847350	1333.005758	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000116	1.000000	0.729051	0.753135	0.793834	17804.184471	89.038068	1237.724054	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000101	1.000000	0.783770	0.750462	0.793834	17899.921630	90.423801	1142.548189	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000090	1.000000	0.815321	0.748201	0.793834	17994.068654	88.838135	1047.273837	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000192	0.999931	0.757963	0.764645	0.793834	18088.471792	89.079347	952.024831	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000108	1.000000	0.745872	0.775540	0.793834	18183.449864	89.663851	856.811774	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000105	1.000000	0.752355	0.771840	0.793834	18278.010710	89.250926	761.583780	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000086	1.000000	0.752411	0.763207	0.793834	18371.626190	88.404990	666.328411	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000120	1.000000	0.772664	0.751490	0.793834	18466.496167	89.655948	571.128747	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000091	1.000000	0.774582	0.767729	0.793834	18562.860224	91.038723	475.970775	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000091	1.000000	0.805777	0.748818	0.793834	18657.361975	89.301154	380.762489	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000079	1.000000	0.827170	0.750051	0.793834	18754.152255	90.980685	285.596227	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000120	1.000000	0.774460	0.756218	0.793834	18851.097528	91.514259	190.415127	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000092	1.000000	0.772745	0.764645	0.793834	18946.786650	90.357143	95.209983	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000072	1.000000	0.782558	0.752929	0.793834	19041.842846	89.459281	0.000000	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
