Learning Rate	Train Loss	Train Acc	Test Loss	Test Acc	Best Acc (Test).	Elasped(s)	EpochTime(s)	ETA(s)	VRAM_used(MB)	VRAM_total(MB)	VRAM_util(%)	VRAM_peak_alloc(MB)	VRAM_peak_reserved(MB)	
0.000100	0.000191	1.000000	0.716305	0.724769	0.793834	9243.435448	89.408220	9815.194342	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000193	1.000000	0.717932	0.726824	0.793834	9339.083726	90.379063	9720.270817	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000215	1.000000	0.709412	0.732991	0.793834	9434.089529	89.807659	9624.677197	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000206	1.000000	0.756739	0.701131	0.793834	9529.363764	89.955963	9529.363764	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000227	1.000000	0.739631	0.700308	0.793834	9624.000304	89.396538	9433.426040	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000182	1.000000	0.690839	0.762795	0.793834	9718.188918	89.000928	9337.083470	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000190	1.000000	0.707127	0.734224	0.793834	9812.639594	89.170863	9241.029520	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000195	1.000000	0.742625	0.770401	0.793834	9907.786779	89.823402	9145.649335	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000168	1.000000	0.738488	0.754985	0.793834	10002.374953	89.201838	9049.767815	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000217	1.000000	0.666362	0.755190	0.793834	10096.875357	89.256015	8953.832864	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000147	1.000000	0.682476	0.754985	0.793834	10191.492077	89.432439	8858.025824	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000172	1.000000	0.733187	0.742652	0.793834	10286.727419	89.917481	8762.767801	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000173	1.000000	0.736708	0.754779	0.793834	10382.255838	90.147722	8667.754874	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000210	1.000000	0.722567	0.714697	0.793834	10477.081910	89.213233	8572.157926	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000179	1.000000	0.702592	0.772251	0.793834	10572.843599	90.232404	8477.325048	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000190	1.000000	0.709743	0.727030	0.793834	10668.118177	89.782028	8382.092853	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000199	1.000000	0.716553	0.755190	0.793834	10763.931443	90.477497	8287.274651	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000167	1.000000	0.730328	0.765879	0.793834	10859.361117	89.815229	8192.149614	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000143	1.000000	0.744764	0.762179	0.793834	10954.126978	89.544749	8096.528636	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000147	1.000000	0.734355	0.753957	0.793834	11049.260587	89.983768	8001.188701	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000187	1.000000	0.749366	0.773484	0.793834	11144.389723	89.966761	7905.849120	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000173	1.000000	0.705359	0.755190	0.793834	11238.728197	89.143988	7809.963662	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000156	1.000000	0.699445	0.761768	0.793834	11334.994217	90.965331	7715.416232	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000144	1.000000	0.727791	0.751079	0.793834	11431.304017	91.140616	7620.869345	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000213	1.000000	0.710411	0.747585	0.793834	11525.651071	88.992825	7525.011856	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000163	1.000000	0.693797	0.769579	0.793834	11621.417502	90.585634	7430.086600	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000172	1.000000	0.702743	0.753340	0.793834	11717.337313	90.299053	7335.243684	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000170	1.000000	0.729874	0.769990	0.793834	11812.537186	89.912157	7239.942146	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000162	1.000000	0.712945	0.747585	0.793834	11908.082136	90.359132	7144.849282	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000156	1.000000	0.722862	0.757246	0.793834	12002.805031	89.565840	7049.266447	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000150	1.000000	0.754090	0.751285	0.793834	12099.625217	91.539155	6954.902684	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000161	1.000000	0.743303	0.758479	0.793834	12195.312565	90.443192	6859.863318	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000147	1.000000	0.679462	0.766290	0.793834	12290.714421	89.812859	6764.656774	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000164	1.000000	0.720610	0.745118	0.793834	12385.312877	89.267086	6669.014626	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000128	1.000000	0.741970	0.750051	0.793834	12480.777955	90.261609	6573.844877	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000176	1.000000	0.723641	0.759507	0.793834	12575.895578	89.851805	6478.491661	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
0.000100	0.000119	1.000000	0.752269	0.749024	0.793834	12671.847385	90.506226	6383.562217	8374.312500	81920.000000	10.222549	6805.762695	7084.000000	
