object,case,width,force,label,frame_idx,time_sec,x_t00,x_t01,x_t02,x_t03,x_t04,x_t05,x_t06,x_t07,x_t08,x_t09,x_t10,x_t11,x_t12,x_t13,x_t14,x_t15,y_t00,y_t01,y_t02,y_t03,y_t04,y_t05,y_t06,y_t07,y_t08,y_t09,y_t10,y_t11,y_t12,y_t13,y_t14,y_t15,z_t00,z_t01,z_t02,z_t03,z_t04,z_t05,z_t06,z_t07,z_t08,z_t09,z_t10,z_t11,z_t12,z_t13,z_t14,z_t15
cesbon,58.3_21_2,58.3,21,2,0,1564541739732.0,1.0,0.658823549747467,0.4431372582912445,0.13333334028720856,0.6549019813537598,0.35686275362968445,0.16470588743686676,0.13725490868091583,1.0,1.0,0.8117647171020508,0.1725490242242813,0.6784313917160034,0.6823529601097107,0.4627451002597809,0.14901961386203766,0.7921568751335144,0.20392157137393951,0.18431372940540314,0.0,0.20000000298023224,0.0,0.0,0.0,0.7960784435272217,0.7960784435272217,0.5411764979362488,0.0,0.20392157137393951,0.2078431397676468,0.1921568661928177,0.0,1.0,0.843137264251709,0.6000000238418579,0.29019609093666077,0.8392156958580017,0.5411764979362488,0.32156863808631897,0.29411765933036804,1.0,1.0,0.8980392217636108,0.25882354378700256,0.7568627595901489,0.7607843279838562,0.5490196347236633,0.23529411852359772
cesbon,58.3_21_2,58.3,21,2,1,1564541739747.0,1.0,0.658823549747467,0.4470588266849518,0.13333334028720856,0.6549019813537598,0.35686275362968445,0.16470588743686676,0.13725490868091583,1.0,1.0,0.8117647171020508,0.1725490242242813,0.6784313917160034,0.6823529601097107,0.4627451002597809,0.14901961386203766,0.7960784435272217,0.2078431397676468,0.1882352977991104,0.0,0.20392157137393951,0.0,0.0,0.0,0.7960784435272217,0.7960784435272217,0.5411764979362488,0.0,0.20392157137393951,0.2078431397676468,0.1921568661928177,0.0,1.0,0.8156862854957581,0.6117647290229797,0.2980392277240753,0.8117647171020508,0.5137255191802979,0.3294117748737335,0.3019607961177826,1.0,1.0,0.9058823585510254,0.2666666805744171,0.7490196228027344,0.7529411911964417,0.5568627715110779,0.24313725531101227
cesbon,58.3_21_2,58.3,21,2,2,1564541739764.0,1.0,0.658823549747467,0.4470588266849518,0.13333334028720856,0.6549019813537598,0.35686275362968445,0.16470588743686676,0.13725490868091583,1.0,1.0,0.8117647171020508,0.1725490242242813,0.6784313917160034,0.6823529601097107,0.4627451002597809,0.14901961386203766,0.7960784435272217,0.2078431397676468,0.1882352977991104,0.0,0.20392157137393951,0.0,0.0,0.0,0.7960784435272217,0.7960784435272217,0.5411764979362488,0.0,0.20392157137393951,0.2078431397676468,0.1921568661928177,0.0,1.0,0.8156862854957581,0.6039215922355652,0.29019609093666077,0.8117647171020508,0.5137255191802979,0.32156863808631897,0.29411765933036804,1.0,1.0,0.9058823585510254,0.2666666805744171,0.7490196228027344,0.7529411911964417,0.5568627715110779,0.24313725531101227
cesbon,58.3_21_2,58.3,21,2,3,1564541739777.0,1.0,0.6627451181411743,0.43921568989753723,0.13725490868091583,0.6666666865348816,0.34117648005485535,0.16862745583057404,0.13725490868091583,1.0,1.0,0.8078431487083435,0.1725490242242813,0.6823529601097107,0.6901960968971252,0.45490196347236633,0.15294118225574493,0.7921568751335144,0.20392157137393951,0.18039216101169586,0.0,0.2078431397676468,0.0,0.0,0.0,0.7921568751335144,0.7882353067398071,0.5372549295425415,0.0,0.20000000298023224,0.2078431397676468,0.18431372940540314,0.0,1.0,0.8156862854957581,0.6039215922355652,0.3019607961177826,0.8196078538894653,0.4941176474094391,0.3333333432674408,0.3019607961177826,1.0,1.0,0.9019607901573181,0.2666666805744171,0.7490196228027344,0.7568627595901489,0.5490196347236633,0.24705882370471954
cesbon,58.3_21_2,58.3,21,2,4,1564541739793.0,1.0,0.658823549747467,0.45490196347236633,0.13725490868091583,0.6549019813537598,0.35686275362968445,0.16078431904315948,0.13725490868091583,1.0,1.0,0.8078431487083435,0.1764705926179886,0.6823529601097107,0.6901960968971252,0.4627451002597809,0.1568627506494522,0.7921568751335144,0.20000000298023224,0.1882352977991104,0.0,0.19607843458652496,0.0,0.0,0.0,0.7921568751335144,0.7921568751335144,0.529411792755127,0.0,0.20000000298023224,0.2078431397676468,0.18431372940540314,0.0,1.0,0.8235294222831726,0.615686297416687,0.2980392277240753,0.8196078538894653,0.5215686559677124,0.32156863808631897,0.2980392277240753,1.0,1.0,0.8980392217636108,0.2666666805744171,0.7490196228027344,0.7568627595901489,0.5529412031173706,0.24705882370471954
cesbon,58.3_21_2,58.3,21,2,5,1564541739808.0,1.0,0.6509804129600525,0.4470588266849518,0.13333334028720856,0.6549019813537598,0.3607843220233917,0.16470588743686676,0.1411764770746231,1.0,1.0,0.800000011920929,0.1725490242242813,0.6784313917160034,0.686274528503418,0.4627451002597809,0.15294118225574493,0.7960784435272217,0.20000000298023224,0.1882352977991104,0.0,0.20392157137393951,0.0,0.0,0.0,0.7921568751335144,0.7960784435272217,0.529411792755127,0.0,0.20392157137393951,0.21176470816135406,0.1921568661928177,0.0,1.0,0.8078431487083435,0.6117647290229797,0.2980392277240753,0.8117647171020508,0.5176470875740051,0.3294117748737335,0.30588236451148987,1.0,1.0,0.8941176533699036,0.2666666805744171,0.7490196228027344,0.7568627595901489,0.5568627715110779,0.24705882370471954
cesbon,58.3_21_2,58.3,21,2,6,1564541739823.0,1.0,0.6549019813537598,0.45490196347236633,0.13725490868091583,0.6705882549285889,0.3490196168422699,0.1764705926179886,0.1411764770746231,1.0,1.0,0.7960784435272217,0.18431372940540314,0.6823529601097107,0.6980392336845398,0.45098039507865906,0.16078431904315948,0.7960784435272217,0.20000000298023224,0.1921568661928177,0.0,0.21568627655506134,0.0,0.0,0.0,0.7882353067398071,0.7921568751335144,0.5176470875740051,0.0,0.20000000298023224,0.21568627655506134,0.1725490242242813,0.0,1.0,0.800000011920929,0.6078431606292725,0.29019609093666077,0.8156862854957581,0.4941176474094391,0.3294117748737335,0.29411765933036804,1.0,1.0,0.886274516582489,0.27450981736183167,0.7490196228027344,0.7647058963775635,0.5411764979362488,0.250980406999588
cesbon,58.3_21_2,58.3,21,2,7,1564541739838.0,1.0,0.6509804129600525,0.4470588266849518,0.13333334028720856,0.6470588445663452,0.35686275362968445,0.16862745583057404,0.1411764770746231,1.0,1.0,0.7960784435272217,0.16862745583057404,0.6745098233222961,0.686274528503418,0.4627451002597809,0.15294118225574493,0.7960784435272217,0.20000000298023224,0.1882352977991104,0.0,0.19607843458652496,0.0,0.0,0.0,0.7960784435272217,0.7960784435272217,0.5254902243614197,0.0,0.20000000298023224,0.21176470816135406,0.1921568661928177,0.0,1.0,0.8078431487083435,0.6117647290229797,0.2980392277240753,0.8039215803146362,0.5137255191802979,0.3333333432674408,0.30588236451148987,1.0,1.0,0.8901960849761963,0.26274511218070984,0.7450980544090271,0.7568627595901489,0.5568627715110779,0.24705882370471954
cesbon,58.3_21_2,58.3,21,2,8,1564541739853.0,1.0,0.6705882549285889,0.4431372582912445,0.13725490868091583,0.6627451181411743,0.3490196168422699,0.1725490242242813,0.13725490868091583,1.0,1.0,0.8117647171020508,0.1764705926179886,0.6823529601097107,0.6941176652908325,0.4588235318660736,0.1568627506494522,0.7882353067398071,0.2078431397676468,0.1764705926179886,0.0,0.20000000298023224,0.0,0.0,0.0,0.7960784435272217,0.7960784435272217,0.5372549295425415,0.0,0.20392157137393951,0.21568627655506134,0.18431372940540314,0.0,1.0,0.843137264251709,0.6039215922355652,0.2980392277240753,0.8352941274642944,0.5215686559677124,0.3333333432674408,0.2980392277240753,1.0,1.0,0.8823529481887817,0.24705882370471954,0.7333333492279053,0.7450980544090271,0.529411792755127,0.22745098173618317
cesbon,58.3_21_2,58.3,21,2,9,1564541739868.0,1.0,0.658823549747467,0.4470588266849518,0.13333334028720856,0.6549019813537598,0.3450980484485626,0.1725490242242813,0.1411764770746231,1.0,1.0,0.7843137383460999,0.1764705926179886,0.6666666865348816,0.6980392336845398,0.45490196347236633,0.15294118225574493,0.7921568751335144,0.20392157137393951,0.1882352977991104,0.0,0.20000000298023224,0.0,0.0,0.0,0.7960784435272217,0.7960784435272217,0.5137255191802979,0.0,0.1921568661928177,0.2235294133424759,0.18431372940540314,0.0,1.0,0.843137264251709,0.6039215922355652,0.29019609093666077,0.8392156958580017,0.529411792755127,0.3294117748737335,0.2980392277240753,1.0,1.0,0.8705882430076599,0.26274511218070984,0.7450980544090271,0.7764706015586853,0.5411764979362488,0.239215686917305
cesbon,58.3_21_2,58.3,21,2,10,1564541739883.0,1.0,0.6627451181411743,0.4470588266849518,0.13333334028720856,0.6509804129600525,0.3529411852359772,0.16078431904315948,0.13725490868091583,1.0,1.0,0.8117647171020508,0.1725490242242813,0.6823529601097107,0.6823529601097107,0.46666666865348816,0.15294118225574493,0.7960784435272217,0.21176470816135406,0.1882352977991104,0.0,0.20000000298023224,0.0,0.0,0.0,0.800000011920929,0.800000011920929,0.5411764979362488,0.0,0.21176470816135406,0.21176470816135406,0.19607843458652496,0.0,1.0,0.8274509906768799,0.6196078658103943,0.30588236451148987,0.8156862854957581,0.5176470875740051,0.3333333432674408,0.30980393290519714,1.0,1.0,0.8901960849761963,0.250980406999588,0.7372549176216125,0.7372549176216125,0.545098066329956,0.23137255012989044
cesbon,58.3_21_2,58.3,21,2,11,1564541739899.0,1.0,0.6549019813537598,0.45490196347236633,0.13725490868091583,0.658823549747467,0.35686275362968445,0.16470588743686676,0.1411764770746231,1.0,1.0,0.8078431487083435,0.18039216101169586,0.686274528503418,0.6901960968971252,0.46666666865348816,0.16078431904315948,0.7921568751335144,0.19607843458652496,0.1882352977991104,0.0,0.20000000298023224,0.0,0.0,0.0,0.7921568751335144,0.7921568751335144,0.529411792755127,0.0,0.20392157137393951,0.2078431397676468,0.1882352977991104,0.0,1.0,0.8196078538894653,0.615686297416687,0.2980392277240753,0.8235294222831726,0.5215686559677124,0.32549020648002625,0.3019607961177826,1.0,1.0,0.8980392217636108,0.2705882489681244,0.7529411911964417,0.7568627595901489,0.5568627715110779,0.250980406999588
