object,case,width,force,label,frame_idx,time_sec,x_t00,x_t01,x_t02,x_t03,x_t04,x_t05,x_t06,x_t07,x_t08,x_t09,x_t10,x_t11,x_t12,x_t13,x_t14,x_t15,y_t00,y_t01,y_t02,y_t03,y_t04,y_t05,y_t06,y_t07,y_t08,y_t09,y_t10,y_t11,y_t12,y_t13,y_t14,y_t15,z_t00,z_t01,z_t02,z_t03,z_t04,z_t05,z_t06,z_t07,z_t08,z_t09,z_t10,z_t11,z_t12,z_t13,z_t14,z_t15
nongfu,58.8_10_1,58.8,10,1,0,1564543515357.0,0.9529411792755127,0.8588235378265381,0.04313725605607033,0.03529411926865578,0.8156862854957581,0.8313725590705872,0.0313725508749485,0.03921568766236305,0.7333333492279053,0.3764705955982208,0.0,0.0,0.7098039388656616,0.3803921639919281,0.019607843831181526,0.0,0.2235294133424759,0.12941177189350128,0.0,0.0,0.08627451211214066,0.10196078568696976,0.0,0.0,0.16078431904315948,0.0,0.019607843831181526,0.0117647061124444,0.13725490868091583,0.0,0.04313725605607033,0.0117647061124444,1.0,0.9960784316062927,0.01568627543747425,0.007843137718737125,0.9529411792755127,0.9686274528503418,0.003921568859368563,0.0117647061124444,0.9647058844566345,0.6078431606292725,0.0117647061124444,0.003921568859368563,0.9411764740943909,0.6117647290229797,0.03529411926865578,0.003921568859368563
nongfu,58.8_10_1,58.8,10,1,1,1564543515372.0,0.9372549057006836,0.8392156958580017,0.03529411926865578,0.0313725508749485,0.7921568751335144,0.800000011920929,0.01568627543747425,0.0235294122248888,0.7568627595901489,0.40784314274787903,0.0,0.0,0.7333333492279053,0.4274509847164154,0.0313725508749485,0.0,0.250980406999588,0.15294118225574493,0.0117647061124444,0.007843137718737125,0.10588235408067703,0.11372549086809158,0.0,0.0,0.1411764770746231,0.0,0.007843137718737125,0.003921568859368563,0.11764705926179886,0.0,0.0470588244497776,0.01568627543747425,1.0,1.0,0.027450980618596077,0.0235294122248888,0.95686274766922,0.9647058844566345,0.007843137718737125,0.01568627543747425,0.9686274528503418,0.6196078658103943,0.003921568859368563,0.0,0.9450980424880981,0.6392157077789307,0.04313725605607033,0.0117647061124444
nongfu,58.8_10_1,58.8,10,1,2,1564543515388.0,0.9686274528503418,0.843137264251709,0.0470588244497776,0.03921568766236305,0.7803921699523926,0.7843137383460999,0.027450980618596077,0.03529411926865578,0.7372549176216125,0.3960784375667572,0.0117647061124444,0.007843137718737125,0.729411780834198,0.41960784792900085,0.0470588244497776,0.007843137718737125,0.3137255012989044,0.1882352977991104,0.003921568859368563,0.0,0.125490203499794,0.12941177189350128,0.0,0.0,0.1411764770746231,0.0,0.003921568859368563,0.0,0.13333334028720856,0.0,0.03921568766236305,0.0,1.0,1.0,0.019607843831181526,0.0117647061124444,0.9647058844566345,0.9686274528503418,0.0,0.007843137718737125,0.9529411792755127,0.6117647290229797,0.007843137718737125,0.003921568859368563,0.9450980424880981,0.6352941393852234,0.04313725605607033,0.003921568859368563
nongfu,58.8_10_1,58.8,10,1,3,1564543515403.0,0.9333333373069763,0.886274516582489,0.06666667014360428,0.04313725605607033,0.8588235378265381,0.8627451062202454,0.03921568766236305,0.03921568766236305,0.729411780834198,0.3686274588108063,0.007843137718737125,0.003921568859368563,0.7058823704719543,0.3607843220233917,0.027450980618596077,0.007843137718737125,0.14509804546833038,0.09803921729326248,0.007843137718737125,0.0,0.07058823853731155,0.07450980693101883,0.0,0.0,0.16862745583057404,0.0,0.0117647061124444,0.007843137718737125,0.14509804546833038,0.0,0.0313725508749485,0.0117647061124444,1.0,0.9843137264251709,0.03529411926865578,0.0117647061124444,0.95686274766922,0.9607843160629272,0.007843137718737125,0.007843137718737125,0.9686274528503418,0.6078431606292725,0.019607843831181526,0.01568627543747425,0.9450980424880981,0.6000000238418579,0.03921568766236305,0.019607843831181526
nongfu,58.8_10_1,58.8,10,1,4,1564543515418.0,0.9764705896377563,0.8235294222831726,0.05882352963089943,0.03529411926865578,0.7764706015586853,0.7647058963775635,0.0235294122248888,0.0313725508749485,0.7411764860153198,0.4000000059604645,0.0,0.007843137718737125,0.7333333492279053,0.43921568989753723,0.03921568766236305,0.019607843831181526,0.3294117748737335,0.1764705926179886,0.0235294122248888,0.0,0.12941177189350128,0.11764705926179886,0.0,0.0,0.13725490868091583,0.0,0.007843137718737125,0.01568627543747425,0.12941177189350128,0.0,0.0470588244497776,0.027450980618596077,1.0,1.0,0.03529411926865578,0.0117647061124444,0.9686274528503418,0.95686274766922,0.0,0.007843137718737125,0.9529411792755127,0.6117647290229797,0.003921568859368563,0.0117647061124444,0.9450980424880981,0.6509804129600525,0.04313725605607033,0.0235294122248888
nongfu,58.8_10_1,58.8,10,1,5,1564543515433.0,0.9686274528503418,0.8352941274642944,0.05098039284348488,0.03921568766236305,0.7882353067398071,0.7921568751335144,0.0313725508749485,0.027450980618596077,0.7411764860153198,0.38823530077934265,0.019607843831181526,0.003921568859368563,0.7333333492279053,0.4000000059604645,0.04313725605607033,0.01568627543747425,0.29019609093666077,0.1568627506494522,0.007843137718737125,0.0,0.10980392247438431,0.11372549086809158,0.0,0.0,0.14509804546833038,0.0,0.0117647061124444,0.0,0.13725490868091583,0.0,0.03529411926865578,0.007843137718737125,1.0,1.0,0.0235294122248888,0.0117647061124444,0.95686274766922,0.9607843160629272,0.003921568859368563,0.0,0.95686274766922,0.6039215922355652,0.01568627543747425,0.0,0.9490196108818054,0.615686297416687,0.03921568766236305,0.0117647061124444
nongfu,58.8_10_1,58.8,10,1,6,1564543515448.0,0.9411764740943909,0.8901960849761963,0.06666667014360428,0.03921568766236305,0.8352941274642944,0.8549019694328308,0.03921568766236305,0.03921568766236305,0.7333333492279053,0.3803921639919281,0.0,0.0,0.7215686440467834,0.3843137323856354,0.0,0.0,0.1764705926179886,0.125490203499794,0.003921568859368563,0.0,0.07058823853731155,0.09019608050584793,0.0,0.0,0.15294118225574493,0.0,0.019607843831181526,0.0235294122248888,0.1411764770746231,0.0,0.03529411926865578,0.027450980618596077,1.0,1.0,0.04313725605607033,0.01568627543747425,0.9490196108818054,0.9686274528503418,0.01568627543747425,0.01568627543747425,0.9607843160629272,0.6078431606292725,0.007843137718737125,0.0117647061124444,0.9490196108818054,0.6117647290229797,0.0235294122248888,0.01568627543747425
nongfu,58.8_10_1,58.8,10,1,7,1564543515463.0,0.9647058844566345,0.8549019694328308,0.054901961237192154,0.03921568766236305,0.8078431487083435,0.8078431487083435,0.027450980618596077,0.0313725508749485,0.7490196228027344,0.3921568691730499,0.0,0.0,0.7254902124404907,0.4117647111415863,0.0313725508749485,0.0,0.26274511218070984,0.15294118225574493,0.0117647061124444,0.0,0.10588235408067703,0.10588235408067703,0.0,0.0,0.15294118225574493,0.0,0.01568627543747425,0.007843137718737125,0.12941177189350128,0.0,0.054901961237192154,0.019607843831181526,1.0,1.0,0.027450980618596077,0.0117647061124444,0.9529411792755127,0.9529411792755127,0.0,0.003921568859368563,0.9647058844566345,0.6078431606292725,0.007843137718737125,0.0,0.9411764740943909,0.6274510025978088,0.0470588244497776,0.0117647061124444
nongfu,58.8_10_1,58.8,10,1,8,1564543515479.0,0.9764705896377563,0.8392156958580017,0.07058823853731155,0.04313725605607033,0.772549033164978,0.772549033164978,0.04313725605607033,0.05098039284348488,0.7411764860153198,0.3803921639919281,0.01568627543747425,0.003921568859368563,0.7254902124404907,0.3960784375667572,0.04313725605607033,0.003921568859368563,0.32549020648002625,0.1882352977991104,0.0117647061124444,0.0,0.12156862765550613,0.12156862765550613,0.0,0.0,0.1568627506494522,0.0,0.01568627543747425,0.003921568859368563,0.1411764770746231,0.0,0.04313725605607033,0.003921568859368563,1.0,1.0,0.0235294122248888,0.0,0.9372549057006836,0.9372549057006836,0.0,0.003921568859368563,0.9529411792755127,0.5921568870544434,0.007843137718737125,0.0,0.9372549057006836,0.6078431606292725,0.03529411926865578,0.0
nongfu,58.8_10_1,58.8,10,1,9,1564543515494.0,1.0,0.8117647171020508,0.0470588244497776,0.0235294122248888,0.7333333492279053,0.7098039388656616,0.027450980618596077,0.03529411926865578,0.7176470756530762,0.3686274588108063,0.0117647061124444,0.003921568859368563,0.6980392336845398,0.4117647111415863,0.06666667014360428,0.0313725508749485,0.48235294222831726,0.23529411852359772,0.027450980618596077,0.003921568859368563,0.1568627506494522,0.13333334028720856,0.007843137718737125,0.01568627543747425,0.16862745583057404,0.0,0.007843137718737125,0.0,0.14901961386203766,0.0,0.062745101749897,0.027450980618596077,1.0,1.0,0.01568627543747425,0.0,0.9411764740943909,0.9176470637321472,0.0,0.003921568859368563,0.9411764740943909,0.5921568870544434,0.0,0.0,0.9215686321258545,0.6352941393852234,0.0470588244497776,0.0117647061124444
