object,case,width,force,label,frame_idx,time_sec,x_t00,x_t01,x_t02,x_t03,x_t04,x_t05,x_t06,x_t07,x_t08,x_t09,x_t10,x_t11,x_t12,x_t13,x_t14,x_t15,y_t00,y_t01,y_t02,y_t03,y_t04,y_t05,y_t06,y_t07,y_t08,y_t09,y_t10,y_t11,y_t12,y_t13,y_t14,y_t15,z_t00,z_t01,z_t02,z_t03,z_t04,z_t05,z_t06,z_t07,z_t08,z_t09,z_t10,z_t11,z_t12,z_t13,z_t14,z_t15
nongfu,60.1_27_2,60.1,27,2,0,1564543762017.0,1.0,1.0,0.08235294371843338,0.0,0.7254902124404907,0.7450980544090271,0.0,0.0,0.8352941274642944,0.5607843399047852,0.0,0.0,0.8156862854957581,0.8156862854957581,0.0470588244497776,0.0,0.7803921699523926,0.772549033164978,0.16862745583057404,0.03921568766236305,0.18039216101169586,0.20000000298023224,0.03921568766236305,0.027450980618596077,0.09803921729326248,0.0,0.01568627543747425,0.0235294122248888,0.0784313753247261,0.0784313753247261,0.08235294371843338,0.0313725508749485,1.0,1.0,0.2235294133424759,0.0941176488995552,0.686274528503418,0.7058823704719543,0.0941176488995552,0.08235294371843338,1.0,0.7843137383460999,0.0117647061124444,0.019607843831181526,1.0,1.0,0.0784313753247261,0.027450980618596077
nongfu,60.1_27_2,60.1,27,2,1,1564543762033.0,1.0,1.0,0.06666667014360428,0.0,0.7019608020782471,0.729411780834198,0.0,0.0,0.8588235378265381,0.5843137502670288,0.0,0.0,0.8235294222831726,0.8235294222831726,0.05098039284348488,0.0,0.7921568751335144,0.7882353067398071,0.1764705926179886,0.0470588244497776,0.18431372940540314,0.21176470816135406,0.0470588244497776,0.03921568766236305,0.09803921729326248,0.0,0.0235294122248888,0.027450980618596077,0.062745101749897,0.062745101749897,0.08627451211214066,0.0313725508749485,1.0,1.0,0.23137255012989044,0.10196078568696976,0.6627451181411743,0.6901960968971252,0.10196078568696976,0.0941176488995552,1.0,0.7803921699523926,0.019607843831181526,0.0235294122248888,1.0,1.0,0.08235294371843338,0.027450980618596077
nongfu,60.1_27_2,60.1,27,2,2,1564543762048.0,1.0,1.0,0.06666667014360428,0.0,0.7098039388656616,0.7372549176216125,0.0,0.0,0.8549019694328308,0.5803921818733215,0.0,0.0,0.8352941274642944,0.8313725590705872,0.05098039284348488,0.0,0.7882353067398071,0.7843137383460999,0.1764705926179886,0.0470588244497776,0.18431372940540314,0.21176470816135406,0.05098039284348488,0.03921568766236305,0.08235294371843338,0.0,0.019607843831181526,0.0235294122248888,0.062745101749897,0.05882352963089943,0.08627451211214066,0.027450980618596077,1.0,1.0,0.2235294133424759,0.0941176488995552,0.6666666865348816,0.6941176652908325,0.09803921729326248,0.08627451211214066,1.0,0.800000011920929,0.007843137718737125,0.0117647061124444,1.0,1.0,0.07450980693101883,0.01568627543747425
nongfu,60.1_27_2,60.1,27,2,3,1564543762063.0,1.0,1.0,0.05882352963089943,0.0,0.7098039388656616,0.7411764860153198,0.0,0.0,0.8392156958580017,0.572549045085907,0.0,0.0,0.8196078538894653,0.8235294222831726,0.03529411926865578,0.0,0.7882353067398071,0.7843137383460999,0.16862745583057404,0.04313725605607033,0.18431372940540314,0.21568627655506134,0.04313725605607033,0.03529411926865578,0.09019608050584793,0.0,0.019607843831181526,0.027450980618596077,0.07058823853731155,0.07450980693101883,0.08627451211214066,0.03529411926865578,1.0,1.0,0.21176470816135406,0.08627451211214066,0.6745098233222961,0.7058823704719543,0.08627451211214066,0.0784313753247261,1.0,0.8078431487083435,0.0,0.0,1.0,1.0,0.05098039284348488,0.0
nongfu,60.1_27_2,60.1,27,2,4,1564543762078.0,1.0,1.0,0.07058823853731155,0.0,0.7137255072593689,0.7411764860153198,0.0,0.0,0.843137264251709,0.5686274766921997,0.0,0.0,0.8117647171020508,0.8117647171020508,0.04313725605607033,0.0,0.7843137383460999,0.7764706015586853,0.1764705926179886,0.0470588244497776,0.18039216101169586,0.2078431397676468,0.05098039284348488,0.03921568766236305,0.0941176488995552,0.0,0.027450980618596077,0.0313725508749485,0.062745101749897,0.062745101749897,0.0941176488995552,0.03921568766236305,1.0,1.0,0.21176470816135406,0.08235294371843338,0.6745098233222961,0.7019608020782471,0.08627451211214066,0.07450980693101883,1.0,0.8039215803146362,0.0,0.0,1.0,1.0,0.05882352963089943,0.003921568859368563
nongfu,60.1_27_2,60.1,27,2,5,1564543762093.0,1.0,1.0,0.08235294371843338,0.0,0.7058823704719543,0.7333333492279053,0.0,0.0,0.843137264251709,0.5647059082984924,0.0,0.0,0.8039215803146362,0.8117647171020508,0.03529411926865578,0.003921568859368563,0.7843137383460999,0.7764706015586853,0.16862745583057404,0.0313725508749485,0.1764705926179886,0.20392157137393951,0.0313725508749485,0.0313725508749485,0.10588235408067703,0.0,0.027450980618596077,0.01568627543747425,0.06666667014360428,0.07450980693101883,0.07058823853731155,0.03921568766236305,1.0,1.0,0.2235294133424759,0.08627451211214066,0.6784313917160034,0.7058823704719543,0.08627451211214066,0.08627451211214066,1.0,0.7882353067398071,0.0235294122248888,0.0117647061124444,1.0,1.0,0.06666667014360428,0.03529411926865578
nongfu,60.1_27_2,60.1,27,2,6,1564543762108.0,1.0,1.0,0.0784313753247261,0.0,0.7137255072593689,0.7372549176216125,0.0,0.0,0.8352941274642944,0.5607843399047852,0.0,0.0,0.8156862854957581,0.8156862854957581,0.05098039284348488,0.0,0.7843137383460999,0.7764706015586853,0.16470588743686676,0.03529411926865578,0.18431372940540314,0.2078431397676468,0.03921568766236305,0.027450980618596077,0.09803921729326248,0.0,0.01568627543747425,0.0235294122248888,0.0784313753247261,0.0784313753247261,0.08627451211214066,0.0313725508749485,1.0,1.0,0.21960784494876862,0.09019608050584793,0.686274528503418,0.7098039388656616,0.0941176488995552,0.08235294371843338,1.0,0.7843137383460999,0.0117647061124444,0.019607843831181526,1.0,1.0,0.08235294371843338,0.027450980618596077
nongfu,60.1_27_2,60.1,27,2,7,1564543762123.0,1.0,1.0,0.07450980693101883,0.0,0.7098039388656616,0.7411764860153198,0.0,0.0,0.8549019694328308,0.5843137502670288,0.0,0.0,0.8196078538894653,0.8235294222831726,0.03529411926865578,0.0,0.7843137383460999,0.7803921699523926,0.16470588743686676,0.04313725605607033,0.1764705926179886,0.2078431397676468,0.03529411926865578,0.0313725508749485,0.09803921729326248,0.0,0.0235294122248888,0.0313725508749485,0.062745101749897,0.06666667014360428,0.08235294371843338,0.03529411926865578,1.0,1.0,0.21960784494876862,0.09803921729326248,0.6627451181411743,0.6941176652908325,0.09019608050584793,0.08627451211214066,1.0,0.8117647171020508,0.007843137718737125,0.01568627543747425,1.0,1.0,0.06666667014360428,0.019607843831181526
nongfu,60.1_27_2,60.1,27,2,8,1564543762139.0,1.0,1.0,0.0784313753247261,0.0,0.7176470756530762,0.729411780834198,0.0,0.0,0.8313725590705872,0.5647059082984924,0.0,0.0,0.8078431487083435,0.8274509906768799,0.04313725605607033,0.0,0.7843137383460999,0.7843137383460999,0.16470588743686676,0.027450980618596077,0.1882352977991104,0.20000000298023224,0.04313725605607033,0.0313725508749485,0.0941176488995552,0.0,0.01568627543747425,0.019607843831181526,0.07058823853731155,0.09019608050584793,0.0784313753247261,0.019607843831181526,1.0,1.0,0.21960784494876862,0.08235294371843338,0.6901960968971252,0.7019608020782471,0.09803921729326248,0.08627451211214066,1.0,0.7882353067398071,0.0117647061124444,0.01568627543747425,1.0,1.0,0.07450980693101883,0.01568627543747425
nongfu,60.1_27_2,60.1,27,2,9,1564543762154.0,1.0,1.0,0.07450980693101883,0.0,0.7137255072593689,0.7372549176216125,0.0,0.0,0.843137264251709,0.5764706134796143,0.0,0.0,0.8039215803146362,0.8156862854957581,0.0470588244497776,0.0,0.7843137383460999,0.7803921699523926,0.1764705926179886,0.0470588244497776,0.18039216101169586,0.20392157137393951,0.03921568766236305,0.0313725508749485,0.0941176488995552,0.0,0.0313725508749485,0.0313725508749485,0.054901961237192154,0.06666667014360428,0.0941176488995552,0.03921568766236305,1.0,1.0,0.22745098173618317,0.09803921729326248,0.6666666865348816,0.6901960968971252,0.09019608050584793,0.08235294371843338,1.0,0.8117647171020508,0.01568627543747425,0.01568627543747425,1.0,1.0,0.0784313753247261,0.0235294122248888
